Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
bfeddd2d-bbed-66b3-262e-9be26962f109,1988-09-19,,999-60-7021,S99926718,X26264225X,Mr.,Santiago500,Hilll811,,,S,white,nonhispanic,M,South Sioux City  Nebraska  US,592 Weber Grove,Omaha,Nebraska,Douglas County,31055,68107,41.29421124256922,-96.2007687320606,66590.86,34011.94,47545
f4776e36-ea45-941f-6ee3-b654ca7518b5,2022-07-14,,999-60-6252,,,,Georgia502,Gaylord332,,,,white,nonhispanic,F,Omaha  Nebraska  US,654 Bednar Throughway,Bellevue,Nebraska,Sarpy County,31153,68005,41.187138353400805,-95.93814216922256,7743.33,973.31,48139
b515e658-961d-f8b7-6113-f2b18a052ea4,2005-07-08,,999-66-5648,S99960856,,Ms.,Staci390,Hirthe744,,,,white,nonhispanic,F,Hamburg  Hamburg  DE,100 Moen Route Suite 93,Harrison,Nebraska,Buffalo County,31165,69346,42.65121892716208,-103.79235102188834,14150.00,1540253.28,30491
5b030f8a-6e53-1243-82cd-06a6ebfbf437,1954-01-24,,999-22-1132,S99954151,X12041597X,Mrs.,Nikita578,Kertzmann286,,Runolfsdottir785,M,white,nonhispanic,F,Omaha  Nebraska  US,397 Rosenbaum Branch Apt 61,Omaha,Nebraska,Douglas County,31055,68144,41.308606308029766,-95.94767938705843,440701.38,63576.76,71421
7eae12ae-34c8-4c89-41e2-ff18013d1190,1979-06-19,,999-36-4346,S99999030,X80928118X,Mrs.,Geneva168,Hilpert278,,Wisoky380,M,white,nonhispanic,F,Omaha  Nebraska  US,313 Hermann View,Seward,Nebraska,Seward County,31159,68434,40.88953399038509,-97.16033840514058,233957.25,1251431.09,596606
cc6fb4c1-d248-3ef8-f1f7-f55c9a9227dd,1975-09-19,,999-80-5692,S99993588,X74134689X,Mrs.,Bee658,Swift555,,Hoeger474,W,white,nonhispanic,F,Hastings  Nebraska  US,185 Kerluke Common Suite 11,Bellevue,Nebraska,Sarpy County,31153,68133,41.088600268147836,-95.98984024478528,520027.83,0.00,82355
aa45012f-f5ba-69f1-b0c7-2df070322ba3,2012-05-19,,999-78-4945,,,,Alonso270,Vandervort697,,,,white,nonhispanic,M,Lincoln  Nebraska  US,888 Zboncak Terrace Unit 39,Lincoln,Nebraska,Lancaster County,31109,68505,40.73314387389818,-96.61636574431998,18284.46,2209.21,54482
a3c030d0-fc73-74d5-b52c-d0e25f2a0f4c,1986-12-06,,999-91-7314,S99968633,X8544858X,Mrs.,Rowena386,Strosin214,,Hoeger474,D,white,nonhispanic,F,Omaha  Nebraska  US,511 Kuhic Stravenue,Omaha,Nebraska,Douglas County,31055,68127,41.249098305670536,-95.91492258597694,90977.04,388832.54,26789
27eabb40-c5cf-2be1-fe7d-7d182b398ae3,2020-05-10,,999-99-3977,,,,Willian804,Olson653,,,,white,nonhispanic,M,Omaha  Nebraska  US,515 Bauch Annex Unit 29,Alliance,Nebraska,Box Butte County,31013,69301,42.09534096811649,-102.91577207641804,7673.47,0.00,38218
46ea8546-2410-8098-cd65-02f581df99a8,2023-09-30,,999-40-7615,,,,Lizabeth515,Hansen121,,,,white,nonhispanic,F,Omaha  Nebraska  US,810 Treutel Mission Suite 22,Elgin,Nebraska,Antelope County,31003,68636,42.031106052507994,-98.201051799127,100.00,733.68,8299
3ec77df1-5440-2253-8491-16b3b02a6dc2,1980-08-02,,999-74-6146,S99913694,X80576167X,Mrs.,Nicole384,Hirthe744,,Berge125,M,white,nonhispanic,F,Ralston  Nebraska  US,156 Langosh Village,Columbus,Nebraska,Platte County,31141,68601,41.45129090152921,-97.38009654244128,465528.96,518212.87,64351
872e3d2b-16ca-83c7-7bbf-8162b89ff51a,1986-06-19,,999-34-8691,S99944803,X69292350X,Mrs.,Orpha286,Aufderhar910,,Stiedemann542,M,white,nonhispanic,F,Alliance  Nebraska  US,159 Welch Underpass Unit 14,Omaha,Nebraska,Douglas County,31055,68124,41.294371523902136,-96.24697721443653,217352.22,675090.69,40942
006f5b21-71cc-ea4b-4365-29b85d593930,2012-02-03,,999-79-9380,,,,Shawn523,Kuhic920,,,,white,nonhispanic,F,Lincoln  Nebraska  US,581 Miller Lane Unit 68,Omaha,Nebraska,Douglas County,31055,68007,41.262478974116476,-96.16022757615806,16098.96,0.00,725749
3af2d4b5-d6c4-f087-3162-f9f84d09852c,2017-07-29,,999-35-6233,,,,Shane235,Gleichner915,,,,white,nonhispanic,F,Fremont  Nebraska  US,1082 Reinger Trail,Omaha,Nebraska,Douglas County,31055,68122,41.23624492909599,-96.2713607009182,1750.00,39105.80,14268
def8427c-265c-42a5-85e8-928c298ee512,1962-01-08,,999-83-7560,S99998428,X47037878X,Mrs.,Mary779,Steuber698,,Kshlerin58,D,white,nonhispanic,F,Kearney  Nebraska  US,134 Funk Promenade Suite 26,Stanton,Nebraska,Stanton County,31167,68779,42.07851360766757,-98.19837382573358,264066.68,493488.32,23579
bc297c36-878b-92fa-785f-88051147cda2,1977-09-12,1989-04-30,999-68-7528,,,,Abigail677,Kirlin939,,,,white,nonhispanic,F,Omaha  Nebraska  US,957 Rippin Mill,Omaha,Nebraska,Douglas County,31055,68118,41.33425307472445,-96.20270184879222,2984.78,41807.06,6256
c700851d-891c-73af-9259-672e4038c127,1946-06-10,,999-86-4496,S99985203,X81511228X,Mr.,Dong972,Kohler843,,,D,white,nonhispanic,M,Chalco  Nebraska  US,838 Pfannerstill Tunnel,Auburn,Nebraska,Nemaha County,31127,68305,40.3653385952871,-95.88725987998608,195740.29,565049.42,27647
0e3297d3-e5df-51ae-68be-a7ebb611ab38,1977-09-12,1989-10-28,999-12-5985,,,,Amal279,Wisozk929,,,,white,nonhispanic,F,Dolphin  Nebraska  US,403 Luettgen Frontage road Suite 10,Omaha,Nebraska,Douglas County,31055,68010,41.25772553278988,-96.02310478194572,3020.58,43088.62,6256
a0fe5457-cb57-612b-0735-f50615cba114,2008-12-26,,999-20-7655,,,,Rebbeca432,Predovic534,,,,white,nonhispanic,F,Lincoln  Nebraska  US,362 Heidenreich Common Unit 36,Gering,Nebraska,Scotts Bluff County,31157,69341,41.692384702304196,-103.63113178884117,22903.26,0.00,547498
1fa97a23-2794-562e-e8c4-eb71c54ee283,1983-05-18,,999-94-2926,S99962372,X13897083X,Mr.,Freddy176,Collins926,,,D,white,nonhispanic,M,Kearney  Nebraska  US,249 Eichmann Landing Suite 65,Lincoln,Nebraska,Lancaster County,31109,68526,40.9352170325042,-96.68011688845783,63400.65,0.00,118835
a9d3daf8-ab17-2abd-1c16-649a2ecd0895,2013-09-07,,999-86-5691,,,,Yelena240,Von197,,,,white,nonhispanic,F,Lincoln  Nebraska  US,1031 Upton Trailer,Omaha,Nebraska,Douglas County,31055,68137,41.25089525236129,-96.0057583863349,2122.54,20816.27,30082
c64ddd73-98a6-4837-c4c0-1c43dc0744b5,1989-12-05,,999-15-3541,S99943980,X56460655X,Mrs.,Lenore883,Wuckert783,,Ratke343,M,white,nonhispanic,F,Platte  Nebraska  US,355 Murazik Quay,South Sioux City,Nebraska,Dakota County,31043,68776,42.42698195429846,-96.49402462025537,8379.01,406844.53,11704
e64ab3dd-1039-4db1-05a0-0516f8e9bb51,2006-09-11,,999-21-5111,S99912501,,,Sharlene906,Beatty507,,,,white,nonhispanic,F,Falls City  Nebraska  US,618 Hoppe Underpass,Woodland Park,Nebraska,Stanton County,,00000,42.05091771103703,-97.33723969150117,19796.50,13404.78,69537
6b486c92-4285-4e5e-9739-133f6aa4a2dd,1989-03-17,,999-55-2300,S99920460,X47322885X,Ms.,Treva754,O'Kon634,,,S,white,nonhispanic,F,Howard City  Nebraska  US,716 Breitenberg Gardens Apt 53,Omaha,Nebraska,Douglas County,31055,68106,41.22014897782156,-96.06858039078602,557191.39,939939.54,85097
a9d065cc-9fbf-6b8d-f5e0-c321bb440cb0,1979-09-11,,999-28-3148,S99983956,X25552442X,Ms.,Hermine424,Pacocha935,,,S,white,nonhispanic,F,Omaha  Nebraska  US,272 Balistreri Crossroad Suite 0,Chalco,Nebraska,Sarpy County,,00000,41.13456268731328,-96.13810121206446,318919.96,643973.72,66069
0827b1b3-0fc6-23d4-d524-e8c168e51d06,1977-09-12,,999-83-9004,S99953162,X65387714X,Ms.,Calandra120,Langosh790,,,S,white,nonhispanic,F,Papillion  Nebraska  US,798 Shields Street,Omaha,Nebraska,Douglas County,31055,68104,41.212748950731765,-95.88393003147183,13041.28,964250.20,6256
10465de8-6ccc-3b17-2ff0-d0fdf244615a,1993-05-21,,999-82-8728,S99913008,X43688734X,Mrs.,Chu728,Bosco882,,Bartell116,M,white,nonhispanic,F,Omaha  Nebraska  US,433 Fisher Branch Unit 57,Omaha,Nebraska,Douglas County,31055,68102,41.28698859047988,-95.98190122698703,12574.13,1416765.03,10436
49869af8-8e2b-f610-6a3c-9b5a1a79bd74,1945-06-02,,999-78-8287,S99960322,X67366126X,Ms.,Sun500,Davis923,,,S,white,nonhispanic,F,Lincoln  Nebraska  US,484 Hodkiewicz Plaza,Ogallala,Nebraska,Keith County,31101,69153,41.051488617784095,-101.69392916322715,38715.74,1413594.76,150871
c6a6d108-fe1f-af13-a82d-914b4ff83d7f,2010-05-27,,999-16-6097,,,,Delbert384,Waters156,,,,white,nonhispanic,M,Bellevue  Nebraska  US,137 Gerhold Junction,Crete,Nebraska,Saline County,31151,68333,40.63845843851215,-96.91843022849433,46217.78,45847.44,124622
97caa214-b04c-18e6-64e4-bba76a3d6aff,2011-08-01,,999-73-8752,,,,Gale827,Murray856,,,,white,nonhispanic,M,Blair  Nebraska  US,127 Feil Bay,Spade,Nebraska,Knox County,,00000,42.62152507306747,-97.90835002353572,39904.70,0.00,68583
c2fcaf5d-d1c5-fe26-0000-df808c1309c4,2023-02-15,,999-94-4836,,,,Kyle55,Streich926,,,,white,nonhispanic,M,South Sioux City  Nebraska  US,285 Mertz Trail,Lincoln,Nebraska,Lancaster County,31109,68522,40.770437515811544,-96.67075322955081,1750.40,1169.64,55161
feaeaee4-469e-4006-e8b5-a18bc7956f36,1987-09-04,,999-76-3305,S99949397,X69081022X,Mr.,Gary33,Walter473,,,D,white,nonhispanic,M,Pilger  Nebraska  US,1021 Wilderman Boulevard Unit 33,Lincoln,Nebraska,Lancaster County,31109,68521,40.69102380067116,-96.78423034608329,73799.00,0.00,85583
94cc4469-970a-4dea-d897-dffb7421bd7e,2018-03-30,,999-19-2961,,,,Cortez851,Kirlin939,,,,other,nonhispanic,M,Wauneta  Nebraska  US,907 Luettgen Burg Unit 27,South Sioux City,Nebraska,Dakota County,31043,68731,42.46507401880082,-96.43696228526076,6659.21,3243.21,61336
9f994882-47eb-994a-2518-1335566286ae,2016-07-30,,999-36-6593,,,,Demarcus108,Becker968,,,,white,nonhispanic,M,Hickman  Nebraska  US,850 Herzog Esplanade Apt 78,Columbus,Nebraska,Platte County,31141,68601,41.46893299101516,-97.38311933433083,10571.53,922.70,56327
c15e805b-bc0c-6fb0-5aa4-0bd000961f98,1973-02-10,,999-38-6457,S99948057,X10536598X,Mrs.,Lula998,Kihn564,,Auer97,M,white,nonhispanic,F,Lincoln  Nebraska  US,353 VonRueden Fort,Sidney,Nebraska,Cheyenne County,31033,69162,41.16827107232154,-103.00522941764183,501087.14,306928.34,64824
fc17f3a7-7d18-2bba-7a45-7bf69c368cd8,2002-09-16,,999-30-2625,S99917114,X6066408X,Mr.,Arnoldo445,Nienow652,,,,white,nonhispanic,M,Norfolk  Nebraska  US,557 Smitham Way Unit 27,Lincoln,Nebraska,Lancaster County,31109,68524,40.79480650025942,-96.65804796363356,64270.71,260717.41,63314
31c8a1b2-75f4-8c63-383a-da9fc7418b27,2005-04-18,,999-90-1965,S99917478,,Ms.,Celsa248,Pfeffer420,,,,white,nonhispanic,F,Offutt AFB  Nebraska  US,157 Pfeffer Trafficway Unit 61,Hastings,Nebraska,Adams County,31001,68955,40.61938664705604,-98.37530603040626,5400.00,202530.44,10495
d43433fe-f3e0-a967-6c4a-e554d214142b,2009-02-21,,999-23-6310,,,,Bethann490,Hickle134,,,,white,nonhispanic,F,Gretna  Nebraska  US,368 O'Keefe Gateway,Seward,Nebraska,Seward County,31159,68434,40.942099765535396,-97.0519794528054,36136.80,286753.68,70812
a2256bfc-3147-1245-feea-442900b436f6,1987-03-06,,999-90-6949,S99968788,X88669380X,Mr.,Lonny638,Kovacek682,,,D,white,hispanic,M,Omaha  Nebraska  US,316 Dickens Club Apt 52,Norfolk,Nebraska,Madison County,31119,68701,41.98843304811978,-97.43544043340637,6175.42,768961.65,8517
da297651-02f8-3863-8a36-aa03180887aa,1970-08-27,,999-79-2317,S99969102,X2156516X,Mrs.,Milissa240,Dibbert990,,Nader710,M,white,nonhispanic,F,Gretna  Nebraska  US,1061 Larson Trace Apt 5,Omaha,Nebraska,Douglas County,31055,68118,41.39994860133071,-95.94350586184491,11169.32,701509.07,18061
488d119e-d490-7b64-949e-4ffc26c53a27,2020-09-07,,999-94-6478,,,,Arleen939,Kub800,,,,white,nonhispanic,F,Bellevue  Nebraska  US,702 Hessel Viaduct,Center,Nebraska,Butler County,31107,68724,42.58600490726166,-97.96261904787505,7878.25,0.00,48679
ea1ce295-2c52-f689-c969-0bce18cff003,1995-03-02,,999-73-1760,S99924539,X53293717X,Mrs.,Nathalie366,Batz141,,Dibbert990,M,white,nonhispanic,F,Lincoln  Nebraska  US,722 Johns Corner Suite 63,Omaha,Nebraska,Douglas County,31055,68122,41.2727774886739,-96.20606289802198,39231.96,233338.60,25395
1fd2c915-0d0d-6c0c-31c8-8dffee2b67cc,1963-11-03,,999-60-4843,S99984182,X23162904X,Mrs.,Tess185,Witting912,,Wisozk929,M,white,nonhispanic,F,Norfolk  Nebraska  US,498 Rowe Common,Fremont,Nebraska,Dodge County,31053,68025,41.44290303383813,-96.47781148700902,640974.78,292793.84,65963
a62dbaa9-19ae-a93c-300f-da80d0f2fd23,1992-03-26,,999-58-5451,S99926204,X66213408X,Mr.,Chester802,Rippin620,,,M,white,nonhispanic,M,Lakeview  Nebraska  US,436 Herzog Tunnel Unit 91,Omaha,Nebraska,Douglas County,31055,68130,41.21670714482615,-96.06093241409195,63714.53,171540.42,55867
ca131414-b5fc-8ca8-3530-18098789a289,1949-09-27,2012-01-03,999-37-2380,S99933737,X84780606X,Mr.,Wallace647,Gerlach374,,,M,white,hispanic,M,Omaha  Nebraska  US,634 Luettgen Walk,Omaha,Nebraska,Douglas County,31055,68111,41.25585935910722,-95.97228326416703,164518.88,169026.92,38893
d46b382e-99a6-bd31-187e-9568bd8a7d89,2023-03-06,,999-35-4512,,,,Solange45,Denesik803,,,,white,nonhispanic,F,Grand Island  Nebraska  US,222 Cole Junction Suite 40,Lincoln,Nebraska,Lancaster County,31109,68517,40.768934243924434,-96.75715349976043,3499.27,0.00,169907
d971d3b5-0b4b-14aa-6b91-e18e44aaa996,2005-07-09,,999-98-6377,S99978729,,Mr.,Trent525,Rodriguez71,,,,white,nonhispanic,M,Ogallala  Nebraska  US,884 Torp Orchard,Lincoln,Nebraska,Lancaster County,31109,68504,40.76999030850643,-96.62152072628659,65211.01,672748.00,123829
aa8ab6d8-ddde-63d6-238b-460b81072c46,1967-12-18,,999-48-1148,S99941074,X83210410X,Mrs.,María Eugenia578,Arreola736,,Zayas20,M,white,hispanic,F,San Salvador  El Salvador  SV,730 Stehr Mall,Gering,Nebraska,Scotts Bluff County,31157,69341,41.71965035301505,-103.62033042391268,260761.98,76280.22,89964
d7feefea-193a-5d57-c984-e0dc467d3b17,1979-11-19,,999-15-9631,S99931324,X72190123X,Mr.,Junior695,Mertz280,,,D,white,nonhispanic,M,Milford  Nebraska  US,888 Ziemann Center,Lincoln,Nebraska,Lancaster County,31109,68503,40.73857599074206,-96.65633632503265,75924.75,14298.76,161569
12bb4d78-3526-e1ff-a73e-70a1cfef30fa,2007-12-15,,999-54-1422,,,,Normand813,Koch169,,,,white,nonhispanic,M,Terrytown  Nebraska  US,862 Stanton Highlands Suite 71,Ogallala,Nebraska,Keith County,31101,69153,41.0931005973197,-101.69770637829764,21660.97,0.00,76104
f1c3717a-5be4-aaff-de18-41d627f2ad4c,1976-02-16,,999-48-5526,S99988896,X12521065X,Mrs.,Erinn548,Champlin946,,Koepp521,M,white,nonhispanic,F,Omaha  Nebraska  US,1075 Anderson Rapid Unit 36,Omaha,Nebraska,Douglas County,31055,68124,41.21223210889352,-95.96356145191189,659707.99,219476.93,66166
434df985-af44-d902-0b14-f5d31379b05e,1960-10-30,2021-02-27,999-52-5014,S99946270,X49806422X,Mrs.,Hattie299,Wolf938,,Collins926,W,white,nonhispanic,F,Neligh  Nebraska  US,273 Purdy Landing Unit 15,Bellevue,Nebraska,Sarpy County,31153,68133,41.13173552058532,-95.98634165416537,1006556.81,629087.49,118187
2d1daeab-5eb6-49eb-2ec0-d6d506b91e32,2010-02-13,,999-64-6521,,,,Marilyn850,Fritsch593,,,,white,nonhispanic,F,Lincoln  Nebraska  US,614 McGlynn Trail,Bancroft,Nebraska,Cuming County,31039,68004,42.055598963633365,-96.63478933763828,40511.10,0.00,55545
8f78db1f-07e1-f25a-8d85-615ca694c7f6,2005-02-12,,999-10-7524,S99961136,,Mr.,Gilberto712,Schultz619,,,,white,nonhispanic,M,Lincoln  Nebraska  US,586 Cremin Lock,Papillion,Nebraska,Sarpy County,31153,68046,41.128129900230554,-96.00019823541388,2700.00,32944.23,29583
41750a04-dd14-9a1a-1115-68e05176f1dc,1953-06-29,,999-71-7032,S99912173,X73583031X,Mrs.,Shena75,Huel628,,Schmeler639,M,white,nonhispanic,F,Omaha  Nebraska  US,779 Marvin Village Apt 88,Omaha,Nebraska,Douglas County,31055,68137,41.35159945400986,-95.98586373390911,710117.27,332102.79,104387
96391b84-7a1f-9cf8-98cc-75e0937d0c2e,1958-08-18,,999-86-3578,S99921247,X70061931X,Mrs.,Jerry654,Russel238,,Anderson154,M,white,nonhispanic,F,Bellevue  Nebraska  US,405 Herman Hollow Apt 36,Norfolk,Nebraska,Madison County,31119,68701,42.019576634800345,-97.43309251061378,638880.58,145531.90,64152
5b8afb71-6e77-2447-297b-dfe821cd8d05,1949-09-27,2004-08-21,999-75-2226,S99919528,X3642299X,Mr.,Sam879,Kerluke267,,,M,white,hispanic,M,Minden  Nebraska  US,955 Waters Rapid Apt 86,Omaha,Nebraska,Douglas County,31055,68118,41.25858848437466,-96.002584005079,102490.30,131668.23,38893
ea1ad2ab-ff82-6c52-6be6-a302220a05cc,1985-10-15,,999-12-9569,S99953325,X82458547X,Mrs.,Fleta652,Green467,,Kassulke119,M,white,nonhispanic,F,Omaha  Nebraska  US,537 Vandervort Mill,Lincoln,Nebraska,Lancaster County,31109,68521,40.8902576044145,-96.6491288788026,251610.59,894089.47,54253
fee52b20-21ec-1b64-8462-087592f89a9f,1936-11-19,2001-06-08,999-26-3959,S99915074,X31244357X,Mrs.,Elicia233,O'Keefe54,,Quigley282,W,white,hispanic,F,Bridgeport  Nebraska  US,950 Sporer Meadow Unit 40,Lexington,Nebraska,Dawson County,31047,68850,40.761417361397044,-99.73287622266616,1113047.84,186021.40,70362
31b795d1-07f2-1a03-11a9-d8fa45aa82a7,1995-10-22,,999-54-6173,S99985010,X11462942X,Mr.,Rashad361,Watsica258,,,,white,hispanic,M,Gering  Nebraska  US,481 Mante Trail,Bellevue,Nebraska,Sarpy County,31153,68133,41.16322392039312,-95.88704343302346,14513.65,968894.56,21796
ad63c02c-b783-6730-61bf-bab49253686a,1953-10-27,2016-03-31,999-29-2666,S99917285,X79081060X,Mr.,Raymundo71,Hilll811,,,S,white,nonhispanic,M,Friend  Nebraska  US,783 Beahan Stravenue,Ainsworth,Nebraska,Brown County,31017,69210,42.322048138367194,-99.89476318409312,363286.88,58984.31,81395
df2c236c-bc9e-2afc-5c4f-4eb0a44c362d,1951-03-28,,999-11-8340,S99971292,X14805741X,Mr.,Maynard46,Hayes766,,,M,white,hispanic,M,Lowell  Nebraska  US,325 Abbott Hollow,Omaha,Nebraska,Douglas County,31055,68116,41.26552086913669,-95.97461766193936,113620.79,27196.19,93242
1e3312cd-84f2-4fdc-2ff0-b25b8b3f606e,1983-07-05,,999-35-6635,S99982291,X10565538X,Mrs.,Sharita792,Cole117,,Reynolds644,M,white,nonhispanic,F,Lincoln  Nebraska  US,668 Pfeffer Pathway Apt 20,Grand Island,Nebraska,Hall County,31079,68801,40.9416749161878,-98.29937462501509,20419.96,1196129.07,12215
ac70cf67-1d15-e81b-764b-467d88cebab1,2005-12-30,,999-37-9835,S99917364,,,Alex454,Weber641,,,,white,nonhispanic,M,Hastings  Nebraska  US,146 Feil Club,Omaha,Nebraska,Douglas County,31055,68116,41.336929046050614,-96.10026946888026,3050.00,45456.31,12559
1320dd98-823e-9d69-2fc3-bfc0386bc048,1981-12-29,,999-76-9604,S99923748,X42083104X,Mrs.,Jacquline932,Goodwin327,,Metz686,M,white,nonhispanic,F,Hastings  Nebraska  US,593 Boyle Dale Apt 36,Omaha,Nebraska,Douglas County,31055,68102,41.307141227182065,-95.9588540536419,276195.73,583923.14,85892
5da38836-eea3-8bb4-758c-4b3ebd873f56,1960-10-30,,999-46-6281,S99987903,X85166448X,Mrs.,Eve68,Wintheiser220,,Olson653,D,white,nonhispanic,F,La Vista  Nebraska  US,192 Hackett Corner,Bellevue,Nebraska,Sarpy County,31153,68005,41.102151773384605,-95.89245087618586,59410.14,1191556.60,118187
0bded60d-3b81-46aa-3426-8cd6f545e07a,1936-11-19,2010-05-03,999-36-4529,S99921039,X41805382X,Mrs.,Niki25,Brekke496,,Dickens475,M,white,hispanic,F,Omaha  Nebraska  US,332 Reichert Bypass,Lexington,Nebraska,Dawson County,31047,68850,40.82616335454639,-99.74272837534254,832036.43,496201.66,70362
a33ffd2f-ba04-5e74-f974-6d65315aeaf3,1974-12-25,,999-65-5375,S99944401,X61393045X,Ms.,Ozie87,Schaefer657,,,S,white,nonhispanic,F,Grand Island  Nebraska  US,575 Hermann Run,Hildreth,Nebraska,Franklin County,31061,68947,40.31447609586841,-99.00298739499385,300979.55,1214631.48,26457
2ac81e13-9bce-b643-ae25-e0e3729e5f02,1984-02-29,,999-54-1758,S99949986,X51092363X,Mr.,Emil691,Okuneva707,,,S,white,nonhispanic,M,Columbus  Nebraska  US,846 Waters Skyway,Bellevue,Nebraska,Sarpy County,31153,68133,41.14644814703969,-96.00571930856317,44833.55,0.00,141079
4847084a-2140-9aa8-090d-b6759a593b25,2000-06-16,,999-70-4518,S99912886,X15545298X,Ms.,Dan465,Ryan260,,,,white,nonhispanic,F,Papillion  Nebraska  US,545 Stamm Lane,Omaha,Nebraska,Douglas County,31055,68106,41.34028921711441,-96.05247140897981,145853.02,0.00,120135
81f0df10-cdf2-82ec-937e-502ae3ccc3d5,1949-05-14,,999-90-6795,S99918736,X11360552X,Mr.,Sammy219,Lebsack687,,,M,white,nonhispanic,M,Omaha  Nebraska  US,860 Weber Fort,Blair,Nebraska,Washington County,31177,68008,41.57825028076426,-96.18720743961744,449784.99,20261.27,65235
ec6ddf28-2d8f-2e05-3323-1997b9dcb29d,2019-08-18,,999-10-4581,,,,Felix524,Senger904,,,,white,nonhispanic,M,Norfolk  Nebraska  US,477 Hyatt Gate,Lincoln,Nebraska,Lancaster County,31109,68514,40.74157778418452,-96.62432712711022,9013.71,0.00,188943
3b2229bd-6250-fe2b-0478-696dfcf73a02,2012-10-10,,999-52-7818,,,,Debbra216,Funk324,,,,white,nonhispanic,F,Lincoln  Nebraska  US,742 Koch Estate,Lincoln,Nebraska,Lancaster County,31109,68514,40.913144284149,-96.62480332269864,1700.00,42918.35,14485
b6452658-30e3-d231-04d4-8d6f126c9879,1953-09-26,,999-34-6237,S99961350,X49353084X,Mrs.,Winnifred2,Corwin846,,Steuber698,W,other,nonhispanic,F,Omaha  Nebraska  US,936 Hauck Trafficway Apt 91,Bellevue,Nebraska,Sarpy County,31153,68113,41.125159090888936,-95.94580761887501,18605.85,1657658.34,19110
